id,age,name,last_name,sex,married,income,childrens,weight,height
602,33,David,Graham,Female,Yes,17192.689498035972,1.0,55.20825097999921,165.6318593234418
603,55,Jennifer,Martinez,Female,Yes,30656.423398343635,1.0,55.41150416701474,151.34649856799285
604,61,Brittney,Brock,Male,Yes,49768.0704663873,3.0,61.14711632179314,173.82891447285806
605,37,Brian,Sparks,Female,No,49223.916125369404,3.0,-9.801375585083683,147.00246706559494
606,20,Lauren,Campbell,Male,No,31234.02181127041,1.0,87.16957744703241,191.644848982222
607,40,Alexis,Jackson,Male,No,41953.738069665,1.0,60.5364783746566,174.2159184799669
608,53,Joseph,Hartman,Female,No,40168.75261361824,3.0,83.81550355245157,144.73529110808877
609,57,Robin,Lewis,Male,No,42971.55198053673,2.0,67.25724106244856,186.56098314916147
610,27,Carolyn,Marshall,Female,Yes,,2.0,,
611,38,Stephanie,Larson,Female,No,33194.668739299086,3.0,39.42097800430092,166.59740727590903
612,57,Karen,Hampton,Male,No,20083.027013408293,,43.758665245300264,166.46580014269338
613,22,Susan,Clark,Male,Yes,17025.04775576575,2.0,63.31144585454342,164.69294608945418
614,27,Brian,Matthews,Male,No,25045.310126208402,0.0,70.10824324043142,181.0090489198216
615,27,Scott,Clements,Female,Yes,8263.603733791871,2.0,30.34224545305039,148.11574888459847
616,23,Joseph,Carpenter,Male,Yes,37405.63339457568,0.0,116.90123545157047,
617,67,William,Reynolds,Male,Yes,41935.602169491685,0.0,100.27429416841936,192.22046461260243
618,19,Kathy,Weaver,Male,Yes,23914.69074488686,1.0,79.79443293481262,176.18755376962682
619,80,Elijah,Walters,Male,No,26273.041500424242,,96.02052345619988,182.7096650779086
620,76,Michael,Lewis,Female,No,39359.12165351119,0.0,60.238272327541864,156.02647902904695
621,37,Kathy,Johnson,Male,No,25423.830577350927,1.0,52.45579321898611,177.05328896286142
622,26,Jeffrey,Smith,Male,No,13025.979667237592,0.0,81.42598564583109,169.29439214361125
623,40,George,Ray,Female,Yes,-31215.885784576596,1.0,78.22096954566163,153.95743172976253
624,24,Charles,Henderson,Male,No,31013.555577261013,2.0,106.0074096814385,164.7199811515949
625,31,Jacqueline,Armstrong,Male,Yes,-30111.83154227704,2.0,79.98816102946911,171.7668707467596
626,59,Robert,Byrd,Female,Yes,50629.349637991574,0.0,92.67572345755792,160.28767498678718
627,36,Richard,Pratt,Male,Yes,25735.29852056448,1.0,69.60519454323489,164.79934307800943
628,25,Stephanie,Rogers,Male,No,31488.823533619863,0.0,150.35203180216692,163.13753278666968
629,52,David,Brown,Male,No,33138.80138268053,,97.89468990674031,177.23851256444695
630,37,Michele,Sherman,Female,No,39269.26344015773,0.0,86.53994396162096,160.46370103734344
631,50,Jonathon,Davis,Male,No,31142.907522434278,3.0,77.28693334945193,179.0522933801411
632,41,Terri,Armstrong,Female,No,28487.05051592651,2.0,55.53815943930129,148.9438099727695
633,32,Cynthia,Taylor,Male,Yes,29574.82941628697,1.0,77.501329779565,163.194060154979
634,60,Christine,Rodriguez,Male,Yes,32872.22339069415,2.0,90.5329854245802,170.3893116498878
635,67,Amanda,Elliott,Female,Yes,24323.47238374248,3.0,63.47554199020723,169.16802020767756
636,31,Felicia,Knight,Male,Yes,25086.97215627371,2.0,87.39955724839878,184.57203343745712
637,79,Anna,Morris,Female,Yes,44396.273174878355,2.0,62.97901800673543,168.12016928581914
638,56,Kenneth,Bradley,Female,Yes,49644.77753691748,3.0,62.731302355332836,144.38679401679394
639,18,Vanessa,Pennington,Male,Yes,26069.321783823183,,94.70543183439284,158.6113479592704
640,69,Cynthia,Ross,Male,Yes,34995.31057919678,1.0,73.40835208878951,179.21075597503867
641,55,Aaron,Bryant,Female,No,38391.76610261257,2.0,31.293100643967605,168.20765645696468
642,29,James,Byrd,Male,Yes,40109.54100186865,3.0,86.56568682772853,167.8099487145649
643,63,Sharon,Acevedo,Female,No,30813.456488573414,0.0,61.765774248691905,165.66742424971517
644,27,Johnny,Ramos,Male,Yes,36194.528607198234,2.0,97.2339449550991,170.01631701095107
645,59,Kimberly,Howell,Male,Yes,36773.13193796961,3.0,77.32835147207528,155.3192032112754
646,65,Maria,Archer,Male,Yes,56265.68252969725,1.0,83.42517256917984,171.99644448809136
647,58,Chelsea,Mitchell,Male,Yes,38019.892048021065,1.0,80.05587121814324,201.01197291333023
648,62,Lorraine,White,Male,Yes,35859.32106723236,0.0,75.81757053505098,171.94499402349518
649,70,Jason,Roth,Male,Yes,38100.620580195566,0.0,88.9292394857514,159.10742952391536
650,45,Derek,Jenkins,Male,Yes,27893.292024921182,1.0,117.70767755467794,176.20835771181316
651,65,Jacqueline,Salazar,Male,Yes,43866.612384278174,0.0,75.32015268579477,172.57012129518077
652,78,Nicole,Mercado,Female,Yes,48340.333586547036,3.0,57.6583299759064,154.0292487004201
653,38,Lauren,Kelley,Male,No,21796.622033488802,,83.99478416684397,174.6499767755076
654,62,Brian,Ross,Male,Yes,31221.13648971985,1.0,79.53911934835932,198.19086758503653
655,18,Linda,Galvan,Female,Yes,38178.8366011719,2.0,75.82646160152107,178.22470628508287
656,19,Christopher,Rivera,Female,No,31506.875727419683,1.0,53.7068576092041,154.73123889518803
657,35,Katie,Hernandez,Male,Yes,33375.05287291459,3.0,85.46251580958369,156.9664580615505
658,34,David,Reilly,Female,Yes,55200.07398310822,2.0,67.44745063629355,147.7575310462316
659,31,Michael,Cole,Female,No,42354.0341977141,,71.1633725467839,161.9839830528465
660,54,Hannah,Thompson,Female,Yes,28290.593550527345,0.0,74.82063880871962,157.4103311368077
661,32,Bradley,Jones,Female,No,43979.00177978157,1.0,61.097074197922616,147.85438390158183
662,76,Paul,Edwards,Female,Yes,46398.85121204531,1.0,60.256438073367086,149.17864667744988
663,69,Theresa,Taylor,Male,No,40826.67573786996,2.0,77.46976564431417,170.92850755280884
664,39,Laura,George,Male,No,14715.161006731934,3.0,72.31935151314542,184.7684562636815
665,20,David,King,Male,Yes,32307.314353231977,0.0,81.29747350549725,169.28067998005596
666,66,Jesse,Ritter,Male,No,33862.18206690609,0.0,67.41985477227254,175.18799110280895
667,77,Mark,Francis,Male,Yes,,0.0,97.5665685136837,170.10946650891142
668,76,Karla,Martin,Male,Yes,45116.346916147086,3.0,88.84382264049154,175.52297445923747
669,20,Vickie,Kelly,Male,Yes,10481.753757890692,0.0,89.20480549625084,198.03470428718816
670,28,Craig,Parsons,Male,No,19154.937585156633,2.0,68.64831722358812,183.26433064638564
671,43,Annette,Sanders,Female,No,40349.318030874805,0.0,44.87000952445394,156.2032713009744
672,79,Jacob,Brown,Male,Yes,47230.263696628426,,107.30269738074402,166.43535878068124
673,44,William,Arellano,Female,No,22767.17557530157,1.0,75.78370722725995,171.32307123031802
674,69,Sean,Silva,Female,No,63492.749097384934,1.0,103.35572283604682,134.4363572196277
675,77,Lisa,Guerrero,Female,No,43396.87580386906,2.0,76.27385407661916,151.1774236916477
676,20,Russell,Abbott,Female,No,10198.743789142762,2.0,57.77958945068333,162.24636013848806
677,75,Lisa,Hernandez,Male,No,48395.78515997286,1.0,74.86374985189029,193.8430875990549
678,72,Tina,Vazquez,Female,No,-47452.81713797585,0.0,74.71838129800902,167.2835089988059
679,51,Benjamin,Burgess,Male,Yes,22148.694713638797,2.0,118.10522315763096,177.41583195294086
680,50,Samantha,Vaughan,Male,No,44250.99658400736,0.0,84.42430554933452,189.91809776730165
681,63,David,Davenport,Female,Yes,33510.48009370523,3.0,81.61984812060827,162.41214475197233
682,37,Rodney,Morales,Female,Yes,37087.689153530046,1.0,65.84950250055022,162.6061191777717
683,34,Glen,Hill,Male,Yes,24617.517920965012,1.0,88.38935284268831,168.03110624201045
684,61,Cindy,Robertson,Male,No,36844.367563557345,1.0,97.45147581759984,176.7709985275138
685,67,Calvin,Cox,Male,Yes,30080.763744003467,1.0,143.25093572939585,169.75980359855825
686,27,Corey,Roth,Female,Yes,35104.91568061014,1.0,52.82634935494687,158.5087410827421
687,34,Kaylee,Copeland,Male,Yes,,3.0,77.97345781186822,175.39564356319963
688,58,Daniel,Buck,Female,No,30019.774086730344,2.0,84.98244023894482,150.8060240371127
689,71,Luis,Cannon,Female,No,49397.55134641085,,52.50201439026715,160.46695361031814
690,60,Timothy,Rodriguez,Male,Yes,43842.691714787245,0.0,64.1681607080287,166.66587876710196
691,25,Charlene,Moody,Male,No,17937.517737781294,2.0,78.84676465822854,168.2770118090058
692,69,Joshua,Ortega,Male,No,51830.32716193766,3.0,56.30500578412669,184.0007182582536
693,49,Jenna,Hill,Male,No,41627.01084047098,0.0,79.972603977514,178.1236881061727
694,22,Eugene,Donovan,Female,Yes,19074.04064610591,3.0,59.00349169339108,150.07776999445304
695,58,Wanda,King,Female,No,50211.99815157194,3.0,66.47848011981465,153.7688888781594
696,36,David,Nguyen,Female,No,24106.978856467344,0.0,48.23421388039084,156.0734469722473
697,76,Alexander,Hawkins,Male,No,44121.11801020659,1.0,78.8395366924229,185.6078989075251
698,24,Thomas,Jenkins,Female,Yes,37737.16995294018,3.0,60.6238441882384,162.9700876418947
699,51,Dwayne,Miles,Female,No,47618.81764675189,0.0,37.203079913511274,151.74686412712376
700,36,Tammy,Ashley,Male,Yes,13306.78279498915,3.0,70.3829073082785,166.10972909434207
701,58,William,Howard,Male,No,53203.788553992126,3.0,77.49953792811817,167.01104250342587
702,69,Natalie,Walker,Male,No,37572.226807491956,3.0,79.68809637389863,179.51807606337871
703,36,Jimmy,Moore,Male,Yes,46384.24428066063,0.0,78.5814726512537,195.38439667647984
704,18,Brandon,Vasquez,Female,No,18043.80118828113,3.0,75.71832689403865,154.76591747336107
705,39,Duane,Mills,Male,No,44328.839196175584,1.0,39.770342760834644,160.32893813194696
706,59,Jill,Drake,Male,No,48557.18313205962,3.0,65.71946231582533,160.76869382324762
707,62,Shannon,Park,Female,No,29857.163188836814,2.0,44.23106659989938,170.37630270395667
708,47,Randy,Hammond,Female,Yes,41733.91993187353,1.0,78.43737423456615,171.33370897647154
709,60,Jacqueline,Coleman,Female,No,37913.64379502027,3.0,76.08562603956014,159.34293569073586
710,38,Sarah,Thompson,Male,No,-23711.400139819547,1.0,78.99781810745627,170.79805014393105
711,64,Charles,Campbell,Male,Yes,27292.150677391237,0.0,97.14683505852688,166.72474248224447
712,30,Alexander,Logan,Male,No,46459.192950464574,0.0,88.8767938038642,175.1138041481189
713,21,Lindsey,Wilson,Male,Yes,27267.63081404927,2.0,91.79613784740789,179.1154278080016
714,39,Anthony,Mitchell,Male,No,24224.317959109554,,90.44838409841165,149.54283732560347
715,57,Joshua,Green,Male,No,19453.586675183502,0.0,77.29169616062835,165.2172622391614
716,46,James,Wagner,Male,Yes,36153.6243009512,1.0,76.19605074257478,159.8136222046457
717,52,Tim,Ward,Male,No,43403.30051206998,1.0,77.67387467448978,177.96725492607075
718,46,Garrett,Stevens,Male,Yes,38132.6712709078,2.0,73.82243190206232,180.4110643195998
719,31,Raven,Clark,Male,No,20680.398579455625,3.0,73.40676060160601,179.00759210580784
720,24,Allison,Bell,Female,No,13963.846475116265,3.0,70.62630337082713,163.9941378099334
721,18,Michael,Smith,Female,Yes,10530.34742892702,0.0,66.24998391817485,167.86378455527043
722,26,Keith,Goodman,Male,No,34885.968553396495,1.0,90.36274694482064,175.03469892974536
723,29,Diane,Adams,Female,Yes,36039.004262800336,1.0,71.75964660142988,152.77575379505575
724,73,Anthony,Preston,Male,Yes,45817.253163310255,,88.42560848102896,188.079097113333
725,24,Brenda,Martinez,Male,No,7426.235947400564,0.0,80.55608126703542,178.4473784259461
726,70,Katherine,Duke,Female,No,46042.6121413779,3.0,38.28808074591892,164.44762923419142
727,50,Kevin,Allen,Female,No,18856.159822998594,0.0,57.046813334854505,158.41731161838842
728,40,Kathryn,Davenport,Female,Yes,19388.325890429565,1.0,68.37456684115463,165.30412261770988
729,74,Jonathan,Young,Male,No,40211.01268348004,1.0,80.60147641665925,166.5199335297143
730,45,Derrick,Holland,Female,Yes,36511.68529694378,2.0,43.63210574915838,165.6427269089894
731,75,Jack,Lane,Female,No,29881.84668330184,0.0,66.24830457122712,169.12661898993716
732,39,Nicole,Ruiz,Female,No,42867.71852513714,3.0,58.4653258031333,157.1241528264836
733,75,Laura,Flores,Male,Yes,56995.85334752025,2.0,88.21487050370641,196.64578761710737
734,74,William,Hood,Female,Yes,51103.18035730523,1.0,47.52757491411982,157.31272845488604
735,46,Thomas,Evans,Female,No,34140.15015691921,3.0,71.53933396464917,149.35465712098522
736,77,Amanda,Bell,Male,No,47633.95780517224,3.0,,
737,52,Glenn,Dorsey,Female,No,40168.450362689924,,70.3637511245866,148.83074048153824
738,65,Lauren,White,Male,Yes,43795.71685827182,0.0,,
739,26,Jasmine,Jones,Male,Yes,40568.2789241567,2.0,89.57388483237108,185.35157056353836
740,51,April,Henderson,Female,No,33651.170254400364,2.0,-5.128913104238819,150.61539176089497
741,75,Jessica,Winters,Female,No,59418.04101168287,3.0,66.78170901426661,170.94878443084554
742,52,Joseph,Campbell,Male,Yes,24956.06290598152,3.0,82.13387128593439,167.4038780998748
743,51,Danielle,Cruz,Male,Yes,18938.674307040208,0.0,88.45984130477397,167.8957591114226
744,46,Sharon,Bauer,Male,No,28413.500739095776,2.0,65.54871163642363,190.44308920454887
745,52,Russell,Norman,Female,No,58672.087480035814,3.0,56.58148635698004,176.7019519060986
746,80,Henry,Smith,Male,Yes,38856.917106251785,2.0,89.70670054274166,177.2659103406355
747,39,Kim,Harper,Male,No,41997.99394246285,3.0,69.31472766447803,175.19629203038303
748,51,Stephanie,Howard,Male,No,27171.22990369545,1.0,61.03027426293745,193.2038058163273
749,27,Jon,Nolan,Male,No,17216.680259083336,3.0,67.11572631021039,157.75797029578302
750,22,Donna,Harrington,Female,Yes,24007.37391398417,,58.92529294439065,
751,38,Kristin,Dixon,Male,Yes,22634.331486694427,0.0,81.85835662201961,186.17142787486
752,28,Chelsey,Russell,Female,Yes,27390.155849665825,3.0,38.425585518349706,153.15050267404007
753,73,Alexandria,Shah,Female,No,49281.446252475245,2.0,65.08157732003626,158.51470537371677
754,24,Cynthia,Hill,Male,No,37148.14840409379,3.0,76.277741585529,188.8667461583489
755,21,Melissa,Ryan,Female,Yes,28385.82235903303,1.0,79.76565994276054,
756,51,Robert,Burns,Female,Yes,31094.347482144974,2.0,65.96518389822945,157.99687136045821
757,75,Norman,Dean,Female,No,61684.01160064678,1.0,53.48650361171021,148.16234739165444
758,75,Joseph,Anderson,Male,No,41990.30606077937,3.0,59.68816595701007,148.73698656370937
759,69,Justin,George,Male,No,41864.89586612265,0.0,70.05321476431948,
760,39,Gina,Goodwin,Male,Yes,43263.15896011291,2.0,67.523269591646,165.80496287877645
761,26,Lisa,Martinez,Female,No,23163.22891844564,3.0,83.10627257702896,168.00357982322987
762,48,Erik,Berger,Female,Yes,30735.09195637463,3.0,61.527823410649184,158.00356494323074
763,26,Amy,Mercado,Male,Yes,31721.934108718608,3.0,56.60778204585952,191.05707340368576
764,50,Mary,Perkins,Male,No,45247.26906743475,2.0,,187.25098046212284
765,80,Jared,Fischer,Male,Yes,44343.52149945531,3.0,50.69471966724407,170.99184636464207
766,58,Michael,Greene,Female,Yes,42455.99556582993,2.0,56.69729027296154,132.83330892166063
767,72,Lisa,Mcdonald,Male,No,53439.101107809045,0.0,98.47212003594827,172.0960131909387
768,73,Kelly,Flores,Male,Yes,35388.05712545279,0.0,76.9443273173445,180.69989650215666
769,61,John,Mcclain,Male,No,60086.557521752155,0.0,57.762744769426135,172.87901919788754
770,78,Kenneth,Moore,Female,No,52963.696055344815,0.0,81.24984168743723,156.17655749269397
771,40,Christine,Serrano,Male,Yes,47579.961341600996,0.0,95.76277304474036,164.0988474441279
772,54,Joseph,Frazier,Male,Yes,19681.242620610134,2.0,86.72013980284463,
773,34,Rebecca,Hood,Male,Yes,49850.74616195097,1.0,60.06763369712952,196.6641650234138
774,31,Mary,Floyd,Male,Yes,29577.657582403186,1.0,16.826710020561137,172.01459935719052
775,18,Maria,Davis,Male,Yes,10923.699592102097,3.0,65.71797433954629,178.73986567301918
776,61,Patricia,Bradford,Male,No,47784.86282278791,0.0,74.01637573147875,164.8184673136082
777,76,Justin,Massey,Male,No,43670.5681590364,0.0,83.7594529439076,175.55527129462416
778,22,Janet,Morris,Male,Yes,32865.1318920694,3.0,90.61289705455161,179.93692584276906
779,26,Jennifer,Miller,Male,Yes,44166.075810613576,1.0,80.74982317056445,169.78909783113644
780,29,Terrence,Petersen,Female,No,43695.416745021554,2.0,78.28968011169704,157.62393212058947
781,43,Melinda,Welch,Male,Yes,32611.022583768623,0.0,,
782,70,Claudia,Ferguson,Male,No,47246.04651564892,2.0,99.80273066899215,184.34546648446624
783,30,Daniel,Fuller,Male,No,39518.30765179034,0.0,77.90645355832716,178.7054180982846
784,62,Danielle,Quinn,Male,Yes,53587.66337882483,3.0,67.6304179356957,180.12520002109818
785,33,Shelby,Sullivan,Male,Yes,45649.178496479246,3.0,49.98911610773052,186.94566451895915
786,51,Janice,Mathis,Female,No,33542.17081789933,0.0,92.19537364773555,157.33583169501944
787,21,Kimberly,Cox,Male,Yes,30940.479577388196,3.0,88.68358577514822,166.87299408189057
788,28,Michael,Lowery,Male,Yes,49279.03962635348,0.0,97.1995213155499,186.54662943686657
789,41,Karen,Ponce,Male,No,35371.98998178382,1.0,83.2997643690248,184.82687166843655
790,25,Teresa,Johnson,Female,No,23401.16629069773,2.0,84.69538227839018,159.43855381741932
791,35,Justin,Moran,Female,Yes,32916.49584581684,1.0,68.32854659581078,142.02522623876067
792,77,Erin,Kelley,Male,Yes,22182.473346974606,0.0,92.15662817250633,162.65525319917518
793,29,Jill,Harmon,Male,Yes,22071.174585503053,1.0,77.02230146705408,177.47254036157094
794,26,Marcus,Watson,Male,Yes,31453.53178727469,3.0,91.34682065340778,173.2969345379144
795,53,Nicole,Martinez,Female,Yes,31406.565035470965,2.0,71.09108807326253,151.8843386204208
796,79,Vanessa,King,Female,Yes,41671.79229107947,1.0,78.72165653120436,153.32643615832836
797,63,Michelle,Sampson,Female,Yes,39048.33846689785,0.0,115.76140289737944,146.7698282654625
798,67,Bobby,Perry,Female,Yes,37457.71567990591,,18.39280994147319,161.26592598756076
799,34,Brian,Thompson,Female,Yes,18342.620661766538,2.0,54.03717512755043,140.52237880878374
800,52,Matthew,Gonzalez,Female,Yes,48423.260248704784,1.0,58.540916964652396,153.02969357531785
801,22,Brandy,Murray,Male,Yes,17378.079963653363,2.0,73.89864010635958,162.56129706081396
802,27,Toni,Diaz,Female,No,22687.583084112062,1.0,68.75779335474718,161.66095839342182
803,33,Brittany,Reed,Male,Yes,40215.36675114786,0.0,61.862682757696874,167.10286060619126
804,77,Jordan,Ray,Male,No,39509.59747449763,2.0,90.40661957353805,167.2942659500783
805,70,Darlene,Trujillo,Female,No,40128.39509586931,0.0,53.044522021898565,161.95391279956368
806,19,Lisa,Moore,Male,Yes,36464.7814933846,3.0,68.76546957062068,159.95144898721574
807,37,Brandon,Harrison,Male,Yes,28462.400417344743,3.0,71.21126167628843,178.74682743274982
808,31,Denise,Luna,Female,Yes,27855.444308300794,3.0,82.21109868216554,157.77868376124016
809,42,Christina,Meyer,Male,No,26000.93223248926,3.0,106.6531333988429,177.71823656656966
810,44,David,Wilson,Female,Yes,38924.47413124184,0.0,84.6994974864927,158.32093434949377
811,32,Steven,Martin,Male,No,34129.68875880587,1.0,75.53159653333057,161.51266027443077
812,25,Anthony,Smith,Female,No,34813.001700348956,,49.23602848449584,168.61766994282797
813,75,Stephanie,Byrd,Female,Yes,47320.19390074258,0.0,106.02786469947434,149.99858496545014
814,54,Allison,Vazquez,Female,No,53002.38830334429,2.0,39.674561441189,153.02032985490536
815,38,Andrew,Williams,Female,No,45001.31256573887,2.0,61.12057933293275,154.72563386001355
816,27,Melissa,Andrews,Male,No,25773.53134866559,1.0,59.77807520894239,156.64385225691075
817,63,Brian,Green,Female,No,51725.74820430245,2.0,62.84699503355299,161.27303958763662
818,29,Jessica,Salinas,Male,No,29040.343329436826,2.0,71.02669250759398,177.23202071003658
819,45,David,Reynolds,Female,Yes,32124.635504151865,3.0,43.199593486796616,153.67185929970384
820,62,Dylan,Love,Male,Yes,38875.71401247403,0.0,69.51094973057894,173.15713755346442
821,36,Stephanie,Shaw,Female,No,44119.79262585197,3.0,67.45909412328716,168.96552696347095
822,74,Benjamin,Hill,Male,Yes,53171.10472766163,1.0,105.77820208216741,173.80625278771794
823,32,Kaitlyn,Mccullough,Male,No,29237.636264148594,2.0,,
824,61,David,Mcdonald,Male,Yes,30175.71024960531,0.0,65.66951246303105,182.50156482816178
825,47,Kerri,Sanchez,Female,Yes,26739.546917279218,,48.62921864792931,171.68181404974075
826,38,Michael,Delgado,Male,Yes,41612.894504225165,,88.7707771679648,170.0793394680227
827,43,Joseph,Richardson,Female,Yes,30251.614427201144,2.0,62.860378142532745,154.80383023759651
828,61,Heather,Gross,Male,No,52096.34094661273,3.0,87.66715687754122,190.38349727316486
829,61,Andrew,Lee,Female,Yes,46930.02061799314,1.0,69.32491238418571,186.441111336498
830,29,Denise,Vargas,Female,No,46181.6328193508,3.0,71.14135577003805,160.99917548976018
831,71,Kathleen,Suarez,Male,Yes,50057.84782510724,2.0,67.19620868567746,181.6044066174588
832,73,Rachel,Whitehead,Female,No,46807.39745229599,2.0,39.70392709955905,154.47059609342142
833,24,Amber,Alexander,Male,Yes,34709.996933982446,2.0,111.94503669210967,181.6780771441931
834,62,Tina,Franco,Male,No,34130.420827585374,3.0,74.87918133527424,183.3661934477566
835,54,Tyler,Mcdaniel,Female,Yes,40800.59470379009,3.0,4.528141994447957,170.97965522372496
836,44,Rhonda,Miller,Male,No,30747.143284763948,3.0,78.03853611472381,175.93937636878985
837,55,James,Peterson,Male,Yes,28921.571206489818,3.0,90.3599222106605,169.55195500191272
838,40,Madeline,Carter,Female,Yes,,3.0,67.76507483535681,165.08386727741646
839,46,Tiffany,Jones,Male,No,,2.0,72.84961862207214,181.50101619400994
840,27,Christy,Villa,Male,Yes,23898.639818041025,3.0,77.51182015626934,152.3375233651252
841,47,William,Young,Female,Yes,38640.146371966344,3.0,115.64261244852628,166.0550206161203
842,32,Julie,Rodriguez,Male,No,25652.045967555932,,86.0770222821898,182.04641835523773
843,29,Charles,Mckay,Male,No,64682.03232388728,0.0,86.76168341484411,179.6635511576821
844,64,Frank,Alexander,Female,No,47496.0662998467,1.0,64.97184450629607,144.5487349415274
845,75,Joseph,Lowe,Male,Yes,32737.195853444424,0.0,86.44236401548615,160.04003584186245
846,27,Cathy,Greene,Female,No,25830.731661256516,1.0,72.1493100505015,156.3922986389531
847,58,Thomas,Johnson,Male,No,34130.517515794505,1.0,14.162761221592405,169.84839589141322
848,58,Erica,Morgan,Male,Yes,40408.59146361593,3.0,90.59085934459901,165.783317725132
849,29,Beth,Barker,Male,No,32024.073849331253,0.0,89.22020872614176,183.25968348854673
850,44,Paul,Thomas,Male,Yes,26291.919785426442,3.0,112.88537532738536,169.00324962161875
851,23,Alexander,Lambert,Female,Yes,34798.75558959468,2.0,72.00827557180824,174.64763995512348
852,30,Debra,Martinez,Female,No,47580.26327782762,2.0,79.95366313657541,166.9430836105804
853,39,Randy,Conner,Male,Yes,41702.777469892906,1.0,65.11942555065248,178.46893180884848
854,46,Kevin,Porter,Female,No,46925.502774004584,2.0,111.55421722876706,157.12242734740647
855,34,Blake,Dennis,Male,No,39088.35262935516,,64.40766078723277,168.6086639310033
856,37,Kevin,Perez,Female,No,,2.0,72.83294268728582,162.08677867940906
857,51,Mary,Nielsen,Male,Yes,39956.99003450817,1.0,89.48567602359739,198.39107625471036
858,27,Gabrielle,Lamb,Male,No,35264.535161326276,1.0,82.0134470001287,191.0744778582563
859,73,Timothy,Bush,Female,Yes,36305.12611912686,2.0,,160.12158964232253
860,79,Jennifer,Edwards,Male,No,38363.37964983253,2.0,78.75714474566794,163.80650584026466
861,29,Joshua,Orr,Female,Yes,35795.13042836636,0.0,44.39625012058595,166.80270815381596
862,69,Mark,Kennedy,Female,No,41408.02134780492,1.0,63.15854312766811,160.0865464428364
863,48,Erik,Jackson,Male,No,35416.174008044756,1.0,75.69866539061884,179.88367791313198
864,71,Troy,Murray,Female,Yes,49850.79473807529,3.0,44.749264359389166,152.57455534356055
865,23,Andrea,Lucas,Female,Yes,30754.870598938283,3.0,47.79961055915979,178.84764048948657
866,77,Lauren,Sloan,Male,Yes,58204.00900545176,2.0,107.79049270309461,167.01466039202663
867,25,Michael,Oconnell,Male,Yes,31755.691280691823,0.0,78.24299241250559,195.47007898616985
868,32,Austin,Martin,Male,No,29228.971355800208,1.0,83.37582596233621,164.84378367550482
869,33,Dylan,Thomas,Female,Yes,27770.894879902313,,83.98651475517511,181.59314772869885
870,60,John,Reynolds,Male,Yes,44289.56701698306,1.0,86.11001594804407,186.49456282994453
871,76,Charles,Taylor,Male,No,42278.64305905732,0.0,77.7053518204976,160.7008663536309
872,63,Henry,Thompson,Male,Yes,42867.10510319951,3.0,90.0487230807668,
873,49,Natasha,Pratt,Male,Yes,46785.98742514849,1.0,72.96493389809642,163.75863251823512
874,70,Bethany,Young,Female,Yes,42281.482029237755,0.0,77.06512639881495,157.96359492863232
875,47,Bryan,Green,Male,Yes,33847.49788558506,2.0,72.61194909421785,174.01242687409035
876,26,Corey,Owen,Male,Yes,24801.672012280367,0.0,57.31592206994321,151.0537648931831
877,50,Cheryl,Wright,Male,No,46712.3362448701,2.0,64.87312263923842,163.6829050483586
878,59,Veronica,Morales,Male,No,30955.268336714013,1.0,86.3312132298249,177.56952721838496
879,68,Michael,Austin,Female,Yes,52556.49786869392,0.0,70.63646243587559,164.69693284307436
880,30,Thomas,Garcia,Male,Yes,55031.28996599464,0.0,73.85806526253393,182.75448009236382
881,70,Tiffany,Lawrence,Male,No,30707.3677078025,2.0,86.83084664056622,162.40489105170275
882,35,Lonnie,Gonzalez,Female,No,43687.04647106433,1.0,43.41147463876986,165.4340603490874
883,53,Scott,Roberts,Female,Yes,30761.006830919454,2.0,88.42200255444276,164.8924041063562
884,47,Kelsey,Taylor,Male,No,,,78.26808362842371,159.1630960883298
885,25,Dennis,Ramirez,Female,No,41975.498422073775,3.0,73.70470484728163,163.06841394142432
886,55,Jamie,Thompson,Female,Yes,32928.80042901911,3.0,56.52124094470637,155.03118468415605
887,33,Angelica,Cooper,Male,Yes,47851.44264805814,0.0,59.63300377851682,166.45776802568085
888,23,Linda,Russell,Male,No,26872.409862064353,2.0,87.474774658288,168.35596783916037
889,71,William,Rodriguez,Male,Yes,39100.14650082889,1.0,76.08706361545451,180.07700892663573
890,71,Gregory,Mckay,Male,No,39550.96051825591,1.0,84.22403785344355,168.15588945953488
891,52,Carol,Reed,Male,No,43326.432951956565,1.0,89.62567386817918,171.34610786299763
892,48,Heather,Walters,Male,Yes,42377.57399462431,,,161.25752847024063
893,66,Tonya,George,Male,No,43044.37458738493,1.0,67.62407282695513,186.32676277142374
894,39,Laura,Charles,Female,Yes,38409.09855852741,3.0,127.67181361104039,157.76397594332934
895,39,Thomas,Gray,Female,Yes,51750.57868977765,1.0,130.81017381715674,154.9259780733626
896,51,Julia,Burns,Male,Yes,30488.7703935132,,75.1690192372639,171.31887283413897
897,28,Brandon,Hendrix,Female,Yes,27059.13551584081,3.0,69.41761829066753,159.56976863710454
898,28,Crystal,Gonzalez,Male,No,48356.06371011653,3.0,85.15491790692857,175.0623700834407
899,38,Cindy,Snow,Male,No,28944.97999768513,0.0,60.56338846953578,176.84746254268546
900,51,Sandra,Schneider,Female,Yes,42869.89739839871,2.0,79.48968327300013,163.21653258099929
901,63,Michael,Wheeler,Male,No,,3.0,53.704051024014845,169.31368986754117
